"","symptom","domain","group","estimate","lower_95_percent_confidence_limit","upper_95_percent_confidence_limit"
"1540","Chest pain","Employment sector","Unknown",12.81,10.86,14.76
"1541","Cough","All people","All people",32.98,31.79,34.17
"1542","Cough","Employment status","Employed",28.62,27.04,30.2
"1543","Cough","Employment status","Unemployed",26.15,15.47,36.84
"1544","Cough","Employment status","Inactive - not looking",39.88,36.24,43.53
"1545","Cough","Employment status","Inactive - retired",37.51,35.41,39.6
"1546","Cough","Employment status","Inactive - student",34.18,23.87,44.49
"1547","Cough","Self-employment status","Employee",28.18,26.49,29.87
"1548","Cough","Self-employment status","Self-employed",31.32,26.98,35.66
"1549","Cough","Self-employment status","Not in employment",37.73,35.95,39.51
"1550","Cough","Employment sector","Arts, Entertainment or Recreation",25,15.95,34.05
"1551","Cough","Employment sector","Civil service or Local Government",28.29,23.55,33.03
"1552","Cough","Employment sector","Financial services (including insurance)",29.58,23.45,35.7
"1553","Cough","Employment sector","Food production, agriculture, farming",36.96,22.52,51.4
"1554","Cough","Employment sector","Health care",30.07,25.85,34.28
"1555","Cough","Employment sector","Hospitality (e.g. hotel, restaurant)",32,22.84,41.16
"1556","Cough","Employment sector","Information technology and communication",27.42,21.07,33.77
"1557","Cough","Employment sector","Manufacturing or construction",33.13,28.07,38.19
"1558","Cough","Employment sector","Not currently working",38.2,35.65,40.75
"1559","Cough","Employment sector","Other occupation sector",29.38,25.39,33.36
"1560","Cough","Employment sector","Personal services (e.g. hairdressers)",27.27,14.11,40.43
"1561","Cough","Employment sector","Retail sector (including wholesale)",30.84,25.67,36.01
"1562","Cough","Employment sector","Social care",31.48,24.33,38.63
"1563","Cough","Employment sector","Teaching and education",27.3,23.67,30.93
"1564","Cough","Employment sector","Transport (including storage, logistic)",28.92,22.04,35.8
"1565","Cough","Employment sector","Unknown",37.28,34.43,40.13
"1566","Diarrhoea","All people","All people",9.04,8.32,9.76
"1567","Diarrhoea","Employment status","Employed",8.34,7.38,9.3
"1568","Diarrhoea","Employment status","Inactive - not looking",16.91,14.13,19.68
"1569","Diarrhoea","Employment status","Inactive - retired",7.55,6.4,8.7
"1570","Diarrhoea","Self-employment status","Employee",8.6,7.56,9.65
"1571","Diarrhoea","Self-employment status","Self-employed",6.71,4.4,9.02
"1572","Diarrhoea","Self-employment status","Not in employment",9.8,8.71,10.89
"1573","Diarrhoea","Employment sector","Civil service or Local Government",9.52,6.48,12.57
"1574","Diarrhoea","Employment sector","Financial services (including insurance)",7.98,4.34,11.62
"1575","Diarrhoea","Employment sector","Health care",11.11,8.23,13.99
"1576","Diarrhoea","Employment sector","Hospitality (e.g. hotel, restaurant)",12,5.64,18.36
"1577","Diarrhoea","Employment sector","Information technology and communication",8.06,4.15,11.98
"1578","Diarrhoea","Employment sector","Manufacturing or construction",5.21,2.8,7.63
"1579","Diarrhoea","Employment sector","Not currently working",9.27,7.77,10.77
"1580","Diarrhoea","Employment sector","Other occupation sector",8.56,6.14,10.99
"1581","Diarrhoea","Employment sector","Retail sector (including wholesale)",11.36,7.82,14.91
"1582","Diarrhoea","Employment sector","Social care",11.73,6.77,16.68
"1583","Diarrhoea","Employment sector","Teaching and education",6.48,4.5,8.47
"1584","Diarrhoea","Employment sector","Transport (including storage, logistic)",9.64,5.14,14.14
"1585","Diarrhoea","Employment sector","Unknown",9.47,7.74,11.2
"1586","Difficulty concentrating","All people","All people",37.26,36.04,38.49
"1587","Difficulty concentrating","Employment status","Employed",39.91,38.2,41.61
"1588","Difficulty concentrating","Employment status","Unemployed",44.62,32.53,56.7
"1589","Difficulty concentrating","Employment status","Inactive - not looking",52.75,49.01,56.49
"1590","Difficulty concentrating","Employment status","Inactive - retired",27.62,25.67,29.56
"1591","Difficulty concentrating","Employment status","Inactive - student",44.3,33.49,55.11
"1592","Difficulty concentrating","Self-employment status","Employee",40.83,38.99,42.68
"1593","Difficulty concentrating","Self-employment status","Self-employed",34.23,29.8,38.66
"1594","Difficulty concentrating","Self-employment status","Not in employment",34.38,32.64,36.12
"1595","Difficulty concentrating","Employment sector","Arts, Entertainment or Recreation",48.86,38.41,59.32
"1596","Difficulty concentrating","Employment sector","Civil service or Local Government",47.06,41.85,52.27
"1597","Difficulty concentrating","Employment sector","Financial services (including insurance)",34.27,27.89,40.65
"1598","Difficulty concentrating","Employment sector","Food production, agriculture, farming",39.13,24.56,53.7
"1599","Difficulty concentrating","Employment sector","Health care",42.48,37.97,47
"1600","Difficulty concentrating","Employment sector","Hospitality (e.g. hotel, restaurant)",37,27.54,46.46
"1601","Difficulty concentrating","Employment sector","Information technology and communication",37.1,30.07,44.12
"1602","Difficulty concentrating","Employment sector","Manufacturing or construction",33.44,28.23,38.64
"1603","Difficulty concentrating","Employment sector","Not currently working",30.62,28.16,33.07
"1604","Difficulty concentrating","Employment sector","Other occupation sector",35.41,31.28,39.54
"1605","Difficulty concentrating","Employment sector","Personal services (e.g. hairdressers)",34.09,20.09,48.09
"1606","Difficulty concentrating","Employment sector","Retail sector (including wholesale)",38.64,33.12,44.15
"1607","Difficulty concentrating","Employment sector","Social care",48.15,40.45,55.84
"1608","Difficulty concentrating","Employment sector","Teaching and education",42.15,38.16,46.14
"1609","Difficulty concentrating","Employment sector","Transport (including storage, logistic)",42.17,34.74,49.6
"1610","Difficulty concentrating","Employment sector","Unknown",36.93,34.11,39.75
"1611","Ear pain","All people","All people",8.19,7.5,8.88
"1612","Ear pain","Employment status","Employed",7.49,6.57,8.41
"1613","Ear pain","Employment status","Inactive - not looking",13.87,11.27,16.48
"1614","Ear pain","Employment status","Inactive - retired",7.07,5.97,8.17
"1615","Ear pain","Self-employment status","Employee",7.55,6.55,8.54
"1616","Ear pain","Self-employment status","Self-employed",7.16,4.77,9.55
"1617","Ear pain","Self-employment status","Not in employment",8.95,7.91,9.98
"1618","Ear pain","Employment sector","Civil service or Local Government",8.96,6.01,11.91
"1619","Ear pain","Employment sector","Health care",9.15,6.51,11.79
"1620","Ear pain","Employment sector","Information technology and communication",6.45,2.91,9.99
"1621","Ear pain","Employment sector","Manufacturing or construction",6.44,3.79,9.09
"1622","Ear pain","Employment sector","Not currently working",9.48,7.95,11.01
"1623","Ear pain","Employment sector","Other occupation sector",5.64,3.64,7.64
"1624","Ear pain","Employment sector","Retail sector (including wholesale)",10.06,6.69,13.44
"1625","Ear pain","Employment sector","Social care",10.49,5.78,15.21
"1626","Ear pain","Employment sector","Teaching and education",7,4.93,9.06
"1627","Ear pain","Employment sector","Unknown",8.42,6.8,10.04
"1628","Eyesight","All people","All people",22.39,21.34,23.44
"1629","Eyesight","Employment status","Employed",20.69,19.29,22.09
"1630","Eyesight","Employment status","Unemployed",24.62,14.13,35.1
"1631","Eyesight","Employment status","Inactive - not looking",34.54,31,38.07
"1632","Eyesight","Employment status","Inactive - retired",21.26,19.48,23.04
"1633","Eyesight","Employment status","Inactive - student",12.66,5.31,20.01
"1634","Eyesight","Self-employment status","Employee",21.04,19.51,22.56
"1635","Eyesight","Self-employment status","Self-employed",18.57,14.99,22.15
"1636","Eyesight","Self-employment status","Not in employment",24.24,22.67,25.81
"1637","Eyesight","Employment sector","Arts, Entertainment or Recreation",23.86,14.95,32.77
"1638","Eyesight","Employment sector","Civil service or Local Government",21.29,17.06,25.52
"1639","Eyesight","Employment sector","Financial services (including insurance)",22.07,16.51,27.62
"1640","Eyesight","Employment sector","Health care",26.58,22.53,30.63
"1641","Eyesight","Employment sector","Hospitality (e.g. hotel, restaurant)",20,12.16,27.84
"1642","Eyesight","Employment sector","Information technology and communication",19.35,13.71,25
"1643","Eyesight","Employment sector","Manufacturing or construction",19.33,15.06,23.6
"1644","Eyesight","Employment sector","Not currently working",24.09,21.84,26.33
"1645","Eyesight","Employment sector","Other occupation sector",18.09,14.78,21.41
"1646","Eyesight","Employment sector","Retail sector (including wholesale)",23.38,18.67,28.08
"1647","Eyesight","Employment sector","Social care",24.07,17.49,30.66
"1648","Eyesight","Employment sector","Teaching and education",20.65,17.38,23.92
"1649","Eyesight","Employment sector","Transport (including storage, logistic)",19.28,13.27,25.28
"1650","Eyesight","Employment sector","Unknown",24.04,21.51,26.56
"1651","Fever","All people","All people",2.42,2.03,2.8
"1652","Fever","Employment status","Employed",1.94,1.46,2.42
"1653","Fever","Employment status","Inactive - not looking",5.64,3.92,7.35
"1654","Fever","Employment status","Inactive - retired",2.05,1.45,2.66
"1655","Fever","Self-employment status","Not in employment",2.94,2.33,3.55
"1656","Fever","Employment sector","Health care",2.83,1.32,4.35
"1657","Fever","Employment sector","Not currently working",2.95,2.07,3.82
"1658","Fever","Employment sector","Unknown",2.89,1.93,3.86
"1659","General pain","All people","All people",19.77,18.77,20.78
"1660","General pain","Employment status","Employed",17.74,16.42,19.07
"1661","General pain","Employment status","Unemployed",20,10.29,29.71
"1662","General pain","Employment status","Inactive - not looking",38.29,34.67,41.92
"1663","General pain","Employment status","Inactive - retired",16.91,15.29,18.53
"1664","General pain","Employment status","Inactive - student",15.19,7.37,23.01
"1665","General pain","Self-employment status","Employee",17.75,16.33,19.18
"1666","General pain","Self-employment status","Self-employed",17.67,14.12,21.23
"1667","General pain","Self-employment status","Not in employment",21.99,20.47,23.5
"1668","General pain","Employment sector","Arts, Entertainment or Recreation",13.64,6.48,20.79
"1669","General pain","Employment sector","Civil service or Local Government",18.77,14.69,22.85
"1670","General pain","Employment sector","Financial services (including insurance)",12.68,8.21,17.14
"1671","General pain","Employment sector","Health care",22.22,18.42,26.02
"1672","General pain","Employment sector","Hospitality (e.g. hotel, restaurant)",22,13.88,30.12
"1673","General pain","Employment sector","Information technology and communication",10.75,6.33,15.18
"1674","General pain","Employment sector","Manufacturing or construction",18.1,13.94,22.26
"1675","General pain","Employment sector","Not currently working",19.94,17.84,22.05
"1676","General pain","Employment sector","Other occupation sector",16.34,13.14,19.55
"1677","General pain","Employment sector","Retail sector (including wholesale)",21.75,17.09,26.41
"1678","General pain","Employment sector","Social care",27.16,20.32,34.01
"1679","General pain","Employment sector","Teaching and education",18.26,15.14,21.38
"1680","General pain","Employment sector","Transport (including storage, logistic)",19.28,13.3,25.26
"1681","General pain","Employment sector","Unknown",23.42,20.96,25.88
"1682","Hair loss","All people","All people",7.22,6.57,7.87
"1683","Hair loss","Employment status","Employed",6.87,5.99,7.74
"1684","Hair loss","Employment status","Inactive - not looking",13.58,11.01,16.16
"1685","Hair loss","Employment status","Inactive - retired",5.54,4.57,6.52
"1686","Hair loss","Self-employment status","Employee",7,6.04,7.95
"1687","Hair loss","Self-employment status","Self-employed",6.04,3.85,8.23
"1688","Hair loss","Self-employment status","Not in employment",7.61,6.65,8.57
"1689","Hair loss","Employment sector","Civil service or Local Government",7.28,4.58,9.98
"1690","Hair loss","Employment sector","Financial services (including insurance)",8.45,4.74,12.16
"1691","Hair loss","Employment sector","Health care",11.33,8.42,14.23
"1692","Hair loss","Employment sector","Manufacturing or construction",3.99,1.86,6.11
"1693","Hair loss","Employment sector","Not currently working",7.09,5.75,8.43
"1694","Hair loss","Employment sector","Other occupation sector",6.03,3.97,8.09
"1695","Hair loss","Employment sector","Retail sector (including wholesale)",7.79,4.8,10.78
"1696","Hair loss","Employment sector","Social care",8.64,4.31,12.97
"1697","Hair loss","Employment sector","Teaching and education",8.02,5.82,10.22
"1698","Hair loss","Employment sector","Unknown",7.89,6.34,9.45
"1699","Headache","All people","All people",27.36,26.22,28.49
"1700","Headache","Employment status","Employed",28.09,26.52,29.65
"1701","Headache","Employment status","Unemployed",30.77,19.55,41.99
"1702","Headache","Employment status","Inactive - not looking",43.79,40.1,47.47
"1703","Headache","Employment status","Inactive - retired",20.35,18.61,22.1
"1704","Headache","Employment status","Inactive - student",36.71,26.23,47.18
"1705","Headache","Self-employment status","Employee",29.06,27.35,30.76
"1706","Headache","Self-employment status","Self-employed",22.15,18.32,25.98
"1707","Headache","Self-employment status","Not in employment",26.56,24.95,28.18
"1708","Headache","Employment sector","Arts, Entertainment or Recreation",18.18,10.14,26.23
"1709","Headache","Employment sector","Civil service or Local Government",27.17,22.48,31.87
"1710","Headache","Employment sector","Financial services (including insurance)",24.88,19.08,30.68
"1711","Headache","Employment sector","Health care",37.47,33.03,41.92
"1712","Headache","Employment sector","Hospitality (e.g. hotel, restaurant)",33,23.77,42.23
"1713","Headache","Employment sector","Information technology and communication",21.51,15.5,27.51
"1714","Headache","Employment sector","Manufacturing or construction",24.23,19.54,28.92
"1715","Headache","Employment sector","Not currently working",25,22.7,27.3
"1716","Headache","Employment sector","Other occupation sector",23.35,19.67,27.02
"1717","Headache","Employment sector","Retail sector (including wholesale)",29.22,24.15,34.29
"1718","Headache","Employment sector","Social care",36.42,29.02,43.82
"1719","Headache","Employment sector","Teaching and education",30.2,26.49,33.92
"1720","Headache","Employment sector","Transport (including storage, logistic)",24.7,18.21,31.18
"1721","Headache","Employment sector","Unknown",28.07,25.47,30.67
"1722","Joint pain","All people","All people",34.04,32.84,35.24
"1723","Joint pain","Employment status","Employed",31.32,29.7,32.94
"1724","Joint pain","Employment status","Unemployed",35.38,23.76,47.01
"1725","Joint pain","Employment status","Inactive - not looking",50.58,46.84,54.32
"1726","Joint pain","Employment status","Inactive - retired",33.21,31.17,35.24
"1727","Joint pain","Employment status","Inactive - student",20.25,11.37,29.14
"1728","Joint pain","Self-employment status","Employee",31.24,29.5,32.99
"1729","Joint pain","Self-employment status","Self-employed",31.77,27.47,36.07
"1730","Joint pain","Self-employment status","Not in employment",37.01,35.25,38.77
"1731","Joint pain","Employment sector","Arts, Entertainment or Recreation",28.41,18.97,37.85
"1732","Joint pain","Employment sector","Civil service or Local Government",34.45,29.52,39.39
"1733","Joint pain","Employment sector","Financial services (including insurance)",24.41,18.65,30.17
"1734","Joint pain","Employment sector","Food production, agriculture, farming",34.78,20.48,49.09
"1735","Joint pain","Employment sector","Health care",37.91,33.44,42.38
"1736","Joint pain","Employment sector","Hospitality (e.g. hotel, restaurant)",33,23.79,42.21
"1737","Joint pain","Employment sector","Information technology and communication",21.51,15.59,27.42
"1738","Joint pain","Employment sector","Manufacturing or construction",31.6,26.55,36.64
"1739","Joint pain","Employment sector","Not currently working",35.04,32.53,37.55
"1740","Joint pain","Employment sector","Other occupation sector",30.93,26.94,34.93
"1741","Joint pain","Employment sector","Personal services (e.g. hairdressers)",22.73,10.34,35.11
"1742","Joint pain","Employment sector","Retail sector (including wholesale)",37.01,31.68,42.35
"1743","Joint pain","Employment sector","Social care",41.36,33.78,48.94
"1744","Joint pain","Employment sector","Teaching and education",31.4,27.62,35.18
"1745","Joint pain","Employment sector","Transport (including storage, logistic)",33.73,26.55,40.92
"1746","Joint pain","Employment sector","Unknown",37.54,34.74,40.35
"1747","Loss of appetite","All people","All people",9.85,9.1,10.61
"1748","Loss of appetite","Employment status","Employed",7.24,6.35,8.14
"1749","Loss of appetite","Employment status","Inactive - not looking",19.94,16.93,22.95
"1750","Loss of appetite","Employment status","Inactive - retired",10.37,9.04,11.7
"1751","Loss of appetite","Self-employment status","Employee",7.4,6.42,8.38
"1752","Loss of appetite","Self-employment status","Self-employed",6.26,4.03,8.5
"1753","Loss of appetite","Self-employment status","Not in employment",12.7,11.48,13.92
"1754","Loss of appetite","Employment sector","Civil service or Local Government",8.4,5.53,11.28
"1755","Loss of appetite","Employment sector","Financial services (including insurance)",6.1,2.89,9.32
"1756","Loss of appetite","Employment sector","Health care",8.93,6.32,11.54
"1757","Loss of appetite","Employment sector","Information technology and communication",6.45,2.91,9.99
"1758","Loss of appetite","Employment sector","Manufacturing or construction",5.52,3.04,8.01
"1759","Loss of appetite","Employment sector","Not currently working",12.08,10.36,13.8
"1760","Loss of appetite","Employment sector","Other occupation sector",7.39,5.15,9.64
"1761","Loss of appetite","Employment sector","Retail sector (including wholesale)",12.99,9.23,16.74
"1762","Loss of appetite","Employment sector","Social care",9.88,5.28,14.47
"1763","Loss of appetite","Employment sector","Teaching and education",7.34,5.23,9.45
"1764","Loss of appetite","Employment sector","Transport (including storage, logistic)",6.63,2.84,10.41
"1765","Loss of appetite","Employment sector","Unknown",12.98,11.01,14.95
"1766","Loss of smell","All people","All people",20.64,19.62,21.66
"1767","Loss of smell","Employment status","Employed",22.82,21.36,24.28
"1768","Loss of smell","Employment status","Unemployed",24.62,14.15,35.08
"1769","Loss of smell","Employment status","Inactive - not looking",21.24,18.19,24.29
"1770","Loss of smell","Employment status","Inactive - retired",16.77,15.17,18.37
"1771","Loss of smell","Employment status","Inactive - student",26.58,16.48,36.69
"1772","Loss of smell","Self-employment status","Employee",22.86,21.29,24.43
"1773","Loss of smell","Self-employment status","Self-employed",22.6,18.74,26.45
"1774","Loss of smell","Self-employment status","Not in employment",18.27,16.86,19.67
"1775","Loss of smell","Employment sector","Civil service or Local Government",23.53,19.08,27.98
"1776","Loss of smell","Employment sector","Financial services (including insurance)",21.13,15.67,26.59
"1777","Loss of smell","Employment sector","Health care",22,18.23,25.78
"1778","Loss of smell","Employment sector","Hospitality (e.g. hotel, restaurant)",20,12.16,27.84
"1779","Loss of smell","Employment sector","Information technology and communication",25.27,19.01,31.53
"1780","Loss of smell","Employment sector","Manufacturing or construction",19.63,15.36,23.9
"1781","Loss of smell","Employment sector","Not currently working",18.12,16.1,20.13
"1782","Loss of smell","Employment sector","Other occupation sector",24.12,20.43,27.82
"1783","Loss of smell","Employment sector","Personal services (e.g. hairdressers)",38.64,24.28,52.99
"1784","Loss of smell","Employment sector","Retail sector (including wholesale)",24.35,19.53,29.18
"1785","Loss of smell","Employment sector","Social care",22.22,15.82,28.62
"1786","Loss of smell","Employment sector","Teaching and education",22.18,18.81,25.55
"1787","Loss of smell","Employment sector","Transport (including storage, logistic)",16.87,11.16,22.58
"1788","Loss of smell","Employment sector","Unknown",18.68,16.43,20.94
"1789","Loss of taste","All people","All people",18.25,17.28,19.22
"1790","Loss of taste","Employment status","Employed",18.03,16.69,19.36
"1791","Loss of taste","Employment status","Unemployed",21.54,11.55,31.52
"1792","Loss of taste","Employment status","Inactive - not looking",20.95,17.91,24
"1793","Loss of taste","Employment status","Inactive - retired",17.53,15.9,19.17
"1794","Loss of taste","Employment status","Inactive - student",20.25,10.98,29.53
"1795","Loss of taste","Self-employment status","Employee",18.01,16.57,19.45
"1796","Loss of taste","Self-employment status","Self-employed",18.12,14.58,21.67
"1797","Loss of taste","Self-employment status","Not in employment",18.5,17.09,19.92
"1798","Loss of taste","Employment sector","Arts, Entertainment or Recreation",11.36,4.78,17.95
"1799","Loss of taste","Employment sector","Civil service or Local Government",15.69,11.92,19.46
"1800","Loss of taste","Employment sector","Financial services (including insurance)",16.43,11.46,21.4
"1801","Loss of taste","Employment sector","Health care",22,18.23,25.78
"1802","Loss of taste","Employment sector","Hospitality (e.g. hotel, restaurant)",21,13.01,28.99
"1803","Loss of taste","Employment sector","Information technology and communication",14.52,9.44,19.59
"1804","Loss of taste","Employment sector","Manufacturing or construction",16.56,12.54,20.59
"1805","Loss of taste","Employment sector","Not currently working",17.91,15.89,19.92
"1806","Loss of taste","Employment sector","Other occupation sector",20.43,16.95,23.91
"1807","Loss of taste","Employment sector","Retail sector (including wholesale)",20.45,15.93,24.98
"1808","Loss of taste","Employment sector","Social care",19.75,13.61,25.9
"1809","Loss of taste","Employment sector","Teaching and education",16.72,13.7,19.75
"1810","Loss of taste","Employment sector","Transport (including storage, logistic)",15.06,9.64,20.48
"1811","Loss of taste","Employment sector","Unknown",19.21,16.91,21.51
"1812","Low mood or not enjoying","All people","All people",27.95,26.81,29.08
"1813","Low mood or not enjoying","Employment status","Employed",27.81,26.25,29.36
"1814","Low mood or not enjoying","Employment status","Unemployed",35.38,23.75,47.02
"1815","Low mood or not enjoying","Employment status","Inactive - not looking",45.38,41.64,49.11
"1816","Low mood or not enjoying","Employment status","Inactive - retired",22.17,20.36,23.98
"1817","Low mood or not enjoying","Employment status","Inactive - student",27.85,17.92,37.77
"1818","Low mood or not enjoying","Self-employment status","Employee",28.18,26.5,29.86
"1819","Low mood or not enjoying","Self-employment status","Self-employed",25.5,21.38,29.62
"1820","Low mood or not enjoying","Self-employment status","Not in employment",28.1,26.45,29.75
"1821","Low mood or not enjoying","Employment sector","Arts, Entertainment or Recreation",27.27,17.95,36.6
"1822","Low mood or not enjoying","Employment sector","Civil service or Local Government",30.25,25.47,35.03
"1823","Low mood or not enjoying","Employment sector","Financial services (including insurance)",24.41,18.63,30.19
"1824","Low mood or not enjoying","Employment sector","Food production, agriculture, farming",36.96,22.5,51.41
"1825","Low mood or not enjoying","Employment sector","Health care",28.54,24.39,32.69
"1826","Low mood or not enjoying","Employment sector","Hospitality (e.g. hotel, restaurant)",24,15.65,32.35
"1827","Low mood or not enjoying","Employment sector","Information technology and communication",25.81,19.59,32.03
"1828","Low mood or not enjoying","Employment sector","Manufacturing or construction",30.67,25.63,35.72
"1829","Low mood or not enjoying","Employment sector","Not currently working",27.25,24.89,29.6
"1830","Low mood or not enjoying","Employment sector","Other occupation sector",28.02,24.1,31.93
"1831","Low mood or not enjoying","Employment sector","Personal services (e.g. hairdressers)",22.73,10.34,35.11
"1832","Low mood or not enjoying","Employment sector","Retail sector (including wholesale)",30.84,25.61,36.07
"1833","Low mood or not enjoying","Employment sector","Social care",33.33,26.06,40.6
"1834","Low mood or not enjoying","Employment sector","Teaching and education",24.91,21.41,28.42
"1835","Low mood or not enjoying","Employment sector","Transport (including storage, logistic)",34.34,27.14,41.54
"1836","Low mood or not enjoying","Employment sector","Unknown",27.37,24.76,29.98
"1837","Memory loss or confusion","All people","All people",26.2,25.08,27.31
"1838","Memory loss or confusion","Employment status","Employed",27.08,25.54,28.63
"1839","Memory loss or confusion","Employment status","Unemployed",41.54,29.58,53.5
"1840","Memory loss or confusion","Employment status","Inactive - not looking",40.17,36.53,43.82
"1841","Memory loss or confusion","Employment status","Inactive - retired",19.59,17.87,21.31
"1842","Memory loss or confusion","Employment status","Inactive - student",30.38,20.17,40.59
"1843","Memory loss or confusion","Self-employment status","Employee",27.89,26.2,29.57
"1844","Memory loss or confusion","Self-employment status","Self-employed",22.15,18.24,26.06
"1845","Memory loss or confusion","Self-employment status","Not in employment",25.23,23.64,26.82
"1846","Memory loss or confusion","Employment sector","Arts, Entertainment or Recreation",31.82,22.08,41.56
"1847","Memory loss or confusion","Employment sector","Civil service or Local Government",32.49,27.56,37.43
"1848","Memory loss or confusion","Employment sector","Financial services (including insurance)",27.7,21.7,33.7
"1849","Memory loss or confusion","Employment sector","Health care",26.36,22.34,30.39
"1850","Memory loss or confusion","Employment sector","Hospitality (e.g. hotel, restaurant)",22,13.88,30.12
"1851","Memory loss or confusion","Employment sector","Information technology and communication",18.82,13.09,24.54
"1852","Memory loss or confusion","Employment sector","Manufacturing or construction",25.15,20.4,29.91
"1853","Memory loss or confusion","Employment sector","Not currently working",22.68,20.48,24.88
"1854","Memory loss or confusion","Employment sector","Other occupation sector",26.07,22.27,29.87
"1855","Memory loss or confusion","Employment sector","Retail sector (including wholesale)",32.14,26.87,37.41
"1856","Memory loss or confusion","Employment sector","Social care",35.19,27.83,42.54
"1857","Memory loss or confusion","Employment sector","Teaching and education",30.89,27.15,34.62
"1858","Memory loss or confusion","Employment sector","Transport (including storage, logistic)",25.9,19.25,32.55
"1859","Memory loss or confusion","Employment sector","Unknown",25,22.46,27.54
"1860","Mobility","All people","All people",15.54,14.63,16.46
"1861","Mobility","Employment status","Employed",9.69,8.66,10.71
"1862","Mobility","Employment status","Inactive - not looking",35.98,32.37,39.59
"1863","Mobility","Employment status","Inactive - retired",18.11,16.44,19.78
"1864","Mobility","Self-employment status","Employee",9.3,8.21,10.38
"1865","Mobility","Self-employment status","Self-employed",12.08,9.06,15.1
"1866","Mobility","Self-employment status","Not in employment",21.92,20.4,23.44
"1867","Mobility","Employment sector","Civil service or Local Government",13.73,10.15,17.3
"1868","Mobility","Employment sector","Financial services (including insurance)",5.63,2.54,8.73
"1869","Mobility","Employment sector","Health care",14.16,10.96,17.36
"1870","Mobility","Employment sector","Hospitality (e.g. hotel, restaurant)",10,4.12,15.88
"1871","Mobility","Employment sector","Information technology and communication",5.91,2.52,9.31
"1872","Mobility","Employment sector","Manufacturing or construction",8.9,5.81,11.98
"1873","Mobility","Employment sector","Not currently working",21.14,18.99,23.29
"1874","Mobility","Employment sector","Other occupation sector",11.09,8.38,13.8
"1875","Mobility","Employment sector","Retail sector (including wholesale)",15.26,11.23,19.29
"1876","Mobility","Employment sector","Social care",17.9,12.01,23.79
"1877","Mobility","Employment sector","Teaching and education",9.56,7.17,11.94
"1878","Mobility","Employment sector","Transport (including storage, logistic)",12.65,7.59,17.71
"1879","Mobility","Employment sector","Unknown",21.67,19.26,24.07
"1880","Muscle ache","All people","All people",41.9,40.65,43.16
"1881","Muscle ache","Employment status","Employed",39.53,37.83,41.23
"1882","Muscle ache","Employment status","Unemployed",38.46,26.63,50.29
"1883","Muscle ache","Employment status","Inactive - not looking",58.38,54.65,62.12
"1884","Muscle ache","Employment status","Inactive - retired",40.47,38.33,42.6
"1885","Muscle ache","Employment status","Inactive - student",34.18,23.84,44.51
"1886","Muscle ache","Self-employment status","Employee",39.77,37.94,41.61
"1887","Muscle ache","Self-employment status","Self-employed",38.03,33.51,42.56
"1888","Muscle ache","Self-employment status","Not in employment",44.49,42.66,46.31
"1889","Muscle ache","Employment sector","Arts, Entertainment or Recreation",36.36,26.3,46.43
"1890","Muscle ache","Employment sector","Civil service or Local Government",42.02,36.92,47.12
"1891","Muscle ache","Employment sector","Financial services (including insurance)",35.21,28.8,41.62
"1892","Muscle ache","Employment sector","Food production, agriculture, farming",43.48,28.75,58.21
"1893","Muscle ache","Employment sector","Health care",47.49,42.91,52.08
"1894","Muscle ache","Employment sector","Hospitality (e.g. hotel, restaurant)",36,26.57,45.43
"1895","Muscle ache","Employment sector","Information technology and communication",29.57,22.91,36.23
"1896","Muscle ache","Employment sector","Manufacturing or construction",42.64,37.29,47.99
"1897","Muscle ache","Employment sector","Not currently working",41.92,39.31,44.54
"1898","Muscle ache","Employment sector","Other occupation sector",36.77,32.63,40.91
"1899","Muscle ache","Employment sector","Personal services (e.g. hairdressers)",36.36,22.16,50.57
"1900","Muscle ache","Employment sector","Retail sector (including wholesale)",44.81,39.23,50.38
"1901","Muscle ache","Employment sector","Social care",46.91,39.23,54.59
"1902","Muscle ache","Employment sector","Teaching and education",38.57,34.6,42.53
"1903","Muscle ache","Employment sector","Transport (including storage, logistic)",43.98,36.41,51.54
"1904","Muscle ache","Employment sector","Unknown",45.96,43.06,48.87
"1905","Nasal congestion","All people","All people",22.26,21.21,23.31
"1906","Nasal congestion","Employment status","Employed",20.03,18.64,21.42
"1907","Nasal congestion","Employment status","Unemployed",29.23,18.18,40.28
"1908","Nasal congestion","Employment status","Inactive - not looking",33.38,29.86,36.9
"1909","Nasal congestion","Employment status","Inactive - retired",21.83,20.04,23.63
"1910","Nasal congestion","Employment status","Inactive - student",20.25,11.38,29.13
"1911","Nasal congestion","Self-employment status","Employee",20.2,18.69,21.7
"1912","Nasal congestion","Self-employment status","Self-employed",19.02,15.41,22.63
"1913","Nasal congestion","Self-employment status","Not in employment",24.68,23.1,26.26
"1914","Nasal congestion","Employment sector","Arts, Entertainment or Recreation",21.59,13,30.18
"1915","Nasal congestion","Employment sector","Civil service or Local Government",20.73,16.48,24.97
"1916","Nasal congestion","Employment sector","Financial services (including insurance)",21.13,15.64,26.61
"1917","Nasal congestion","Employment sector","Health care",23.09,19.25,26.93
"1918","Nasal congestion","Employment sector","Hospitality (e.g. hotel, restaurant)",24,15.61,32.39
"1919","Nasal congestion","Employment sector","Information technology and communication",13.44,8.53,18.35
"1920","Nasal congestion","Employment sector","Manufacturing or construction",22.39,17.84,26.95
