"date","rank","song","artist","weeks-on-board"
1987-01-10,1,"Walk Like An Egyptian","The Bangles",16
1987-01-03,1,"Walk Like An Egyptian","The Bangles",15
1986-12-27,1,"Walk Like An Egyptian","The Bangles",14
1986-12-20,1,"Walk Like An Egyptian","The Bangles",13
1986-12-13,1,"The Way It Is","Bruce Hornsby & The Range",13
1986-12-06,1,"The Next Time I Fall","Peter Cetera With Amy Grant",12
1986-11-29,1,"You Give Love A Bad Name","Bon Jovi",13
1986-11-22,1,"Human","The Human League",11
1986-11-15,1,"Amanda","Boston",8
1986-11-08,1,"Amanda","Boston",7
1986-11-01,1,"True Colors","Cyndi Lauper",10
1986-10-25,1,"True Colors","Cyndi Lauper",9
1986-10-18,1,"When I Think Of You","Janet Jackson",11
1986-10-11,1,"When I Think Of You","Janet Jackson",10
1986-10-04,1,"Stuck With You","Huey Lewis & The News",10
1986-09-27,1,"Stuck With You","Huey Lewis & The News",9
1986-09-20,1,"Stuck With You","Huey Lewis & The News",8
1986-09-13,1,"Take My Breath Away (Love Theme From ""Top Gun"")","Berlin",13
1986-09-06,1,"Venus","Bananarama",11
1986-08-30,1,"Higher Love","Steve Winwood",12
1986-08-23,1,"Papa Don't Preach","Madonna",9
1986-08-16,1,"Papa Don't Preach","Madonna",8
1986-08-09,1,"Glory Of Love (Theme From ""The Karate Kid Part II"")","Peter Cetera",10
1986-08-02,1,"Glory Of Love (Theme From ""The Karate Kid Part II"")","Peter Cetera",9
1986-07-26,1,"Sledgehammer","Peter Gabriel",12
1986-07-19,1,"Invisible Touch","Genesis",8
1986-07-12,1,"Holding Back The Years","Simply Red",15
1986-07-05,1,"There'll Be Sad Songs (To Make You Cry)","Billy Ocean",12
1986-06-28,1,"On My Own","Patti LaBelle & Michael McDonald",15
1986-06-21,1,"On My Own","Patti LaBelle & Michael McDonald",14
1986-06-14,1,"On My Own","Patti LaBelle & Michael McDonald",13
1986-06-07,1,"Live To Tell","Madonna",9
1986-05-31,1,"Greatest Love Of All","Whitney Houston",10
1986-05-24,1,"Greatest Love Of All","Whitney Houston",9
1986-05-17,1,"Greatest Love Of All","Whitney Houston",8
1986-05-10,1,"West End Girls","Pet Shop Boys",11
1986-05-03,1,"Addicted To Love","Robert Palmer",13
1986-04-26,1,"Kiss","Prince And The Revolution",10
1986-04-19,1,"Kiss","Prince And The Revolution",9
1986-04-12,1,"Rock Me Amadeus","Falco",10
1986-04-05,1,"Rock Me Amadeus","Falco",9
1986-03-29,1,"Rock Me Amadeus","Falco",8
1986-03-22,1,"These Dreams","Heart",10
1986-03-15,1,"Sara","Starship",12
1986-03-08,1,"Kyrie","Mr. Mister",12
1986-03-01,1,"Kyrie","Mr. Mister",11
1986-02-22,1,"How Will I Know","Whitney Houston",12
1986-02-15,1,"How Will I Know","Whitney Houston",11
1986-02-08,1,"That's What Friends Are For","Dionne & Friends",14
1986-02-01,1,"That's What Friends Are For","Dionne & Friends",13
1986-01-25,1,"That's What Friends Are For","Dionne & Friends",12
1986-01-18,1,"That's What Friends Are For","Dionne & Friends",11
1986-01-11,1,"Say You, Say Me","Lionel Richie",10
1986-01-04,1,"Say You, Say Me","Lionel Richie",9
1985-12-28,1,"Say You, Say Me","Lionel Richie",8
1985-12-21,1,"Say You, Say Me","Lionel Richie",7
1985-12-14,1,"Broken Wings","Mr. Mister",13
1985-12-07,1,"Broken Wings","Mr. Mister",12
1985-11-30,1,"Separate Lives","Phil Collins and Marilyn Martin",9
1985-11-23,1,"We Built This City","Starship",12
1985-11-16,1,"We Built This City","Starship",11
1985-11-09,1,"Miami Vice Theme","Jan Hammer",10
1985-11-02,1,"Part-Time Lover","Stevie Wonder",9
1985-10-26,1,"Saving All My Love For You","Whitney Houston",11
1985-10-19,1,"Take On Me","a-ha",15
1985-10-12,1,"Oh Sheila","Ready For The World",11
1985-10-05,1,"Money For Nothing","Dire Straits",13
1985-09-28,1,"Money For Nothing","Dire Straits",12
1985-09-21,1,"Money For Nothing","Dire Straits",11
1985-09-14,1,"St. Elmo's Fire (Man In Motion)","John Parr",13
1985-09-07,1,"St. Elmo's Fire (Man In Motion)","John Parr",12
1985-08-31,1,"The Power Of Love","Huey Lewis & The News",10
1985-08-24,1,"The Power Of Love","Huey Lewis & The News",9
1985-08-17,1,"Shout","Tears For Fears",10
1985-08-10,1,"Shout","Tears For Fears",9
1985-08-03,1,"Shout","Tears For Fears",8
1985-07-27,1,"Everytime You Go Away","Paul Young",12
1985-07-20,1,"A View To A Kill","Duran Duran",10
1985-07-13,1,"A View To A Kill","Duran Duran",9
1985-07-06,1,"Sussudio","Phil Collins",9
1985-06-29,1,"Heaven","Bryan Adams",11
1985-06-22,1,"Heaven","Bryan Adams",10
1985-06-15,1,"Everybody Wants To Rule The World","Tears For Fears",14
1985-06-08,1,"Everybody Wants To Rule The World","Tears For Fears",13
1985-06-01,1,"Everything She Wants","Wham!",11
1985-05-25,1,"Everything She Wants","Wham!",10
1985-05-18,1,"Don't You (Forget About Me)","Simple Minds",13
1985-05-11,1,"Crazy For You","Madonna",11
1985-05-04,1,"We Are The World","USA For Africa",7
1985-04-27,1,"We Are The World","USA For Africa",6
1985-04-20,1,"We Are The World","USA For Africa",5
1985-04-13,1,"We Are The World","USA For Africa",4
1985-04-06,1,"One More Night","Phil Collins",9
1985-03-30,1,"One More Night","Phil Collins",8
1985-03-23,1,"Can't Fight This Feeling","REO Speedwagon",10
1985-03-16,1,"Can't Fight This Feeling","REO Speedwagon",9
1985-03-09,1,"Can't Fight This Feeling","REO Speedwagon",8
1985-03-02,1,"Careless Whisper","Wham! Featuring George Michael",11
1985-02-23,1,"Careless Whisper","Wham! Featuring George Michael",10
1985-02-16,1,"Careless Whisper","Wham! Featuring George Michael",9
1985-02-09,1,"I Want To Know What Love Is","Foreigner",10
1985-02-02,1,"I Want To Know What Love Is","Foreigner",9
1985-01-26,1,"Like A Virgin","Madonna",11
1985-01-19,1,"Like A Virgin","Madonna",10
1985-01-12,1,"Like A Virgin","Madonna",9
1985-01-05,1,"Like A Virgin","Madonna",8
1984-12-29,1,"Like A Virgin","Madonna",7
1984-12-22,1,"Like A Virgin","Madonna",6
1984-12-15,1,"Out Of Touch","Daryl Hall John Oates",12
1984-12-08,1,"Out Of Touch","Daryl Hall John Oates",11
1984-12-01,1,"Wake Me Up Before You Go-Go","Wham!",13
1984-11-24,1,"Wake Me Up Before You Go-Go","Wham!",12
1984-11-17,1,"Wake Me Up Before You Go-Go","Wham!",11
1984-11-10,1,"Caribbean Queen (No More Love On The Run)","Billy Ocean",14
1984-11-03,1,"Caribbean Queen (No More Love On The Run)","Billy Ocean",13
1984-10-27,1,"I Just Called To Say I Love You","Stevie Wonder",11
1984-10-20,1,"I Just Called To Say I Love You","Stevie Wonder",10
1984-10-13,1,"I Just Called To Say I Love You","Stevie Wonder",9
1984-10-06,1,"Let's Go Crazy","Prince And The Revolution",10
1984-09-29,1,"Let's Go Crazy","Prince And The Revolution",9
1984-09-22,1,"Missing You","John Waite",14
1984-09-15,1,"What's Love Got To Do With It","Tina Turner",18
1984-09-08,1,"What's Love Got To Do With It","Tina Turner",17
1984-09-01,1,"What's Love Got To Do With It","Tina Turner",16
1984-08-25,1,"Ghostbusters","Ray Parker Jr.",11
1984-08-18,1,"Ghostbusters","Ray Parker Jr.",10
1984-08-11,1,"Ghostbusters","Ray Parker Jr.",9
1984-08-04,1,"When Doves Cry","Prince",10
1984-07-28,1,"When Doves Cry","Prince",9
1984-07-21,1,"When Doves Cry","Prince",8
1984-07-14,1,"When Doves Cry","Prince",7
1984-07-07,1,"When Doves Cry","Prince",6
1984-06-30,1,"The Reflex","Duran Duran",11
1984-06-23,1,"The Reflex","Duran Duran",10
1984-06-16,1,"Time After Time","Cyndi Lauper",10
1984-06-09,1,"Time After Time","Cyndi Lauper",9
1984-06-02,1,"Let's Hear It For The Boy","Deniece Williams",9
1984-05-26,1,"Let's Hear It For The Boy","Deniece Williams",8
1984-05-19,1,"Hello","Lionel Richie",13
1984-05-12,1,"Hello","Lionel Richie",12
1984-05-05,1,"Against All Odds (Take A Look At Me Now)","Phil Collins",11
1984-04-28,1,"Against All Odds (Take A Look At Me Now)","Phil Collins",10
1984-04-21,1,"Against All Odds (Take A Look At Me Now)","Phil Collins",9
1984-04-14,1,"Footloose","Kenny Loggins",12
1984-04-07,1,"Footloose","Kenny Loggins",11
1984-03-31,1,"Footloose","Kenny Loggins",10
1984-03-24,1,"Jump","Van Halen",11
1984-03-17,1,"Jump","Van Halen",10
1984-03-10,1,"Jump","Van Halen",9
1984-03-03,1,"Jump","Van Halen",8
1984-02-25,1,"Jump","Van Halen",7
1984-02-18,1,"Karma Chameleon","Culture Club",12
1984-02-11,1,"Karma Chameleon","Culture Club",11
1984-02-04,1,"Karma Chameleon","Culture Club",10
1984-01-28,1,"Owner Of A Lonely Heart","Yes",13
1984-01-21,1,"Owner Of A Lonely Heart","Yes",12
1984-01-14,1,"Say Say Say","Paul McCartney And Michael Jackson",14
1984-01-07,1,"Say Say Say","Paul McCartney And Michael Jackson",13
1983-12-31,1,"Say Say Say","Paul McCartney And Michael Jackson",12
1983-12-24,1,"Say Say Say","Paul McCartney And Michael Jackson",11
1983-12-17,1,"Say Say Say","Paul McCartney And Michael Jackson",10
1983-12-10,1,"Say Say Say","Paul McCartney And Michael Jackson",9
1983-12-03,1,"All Night Long (All Night)","Lionel Richie",12
1983-11-26,1,"All Night Long (All Night)","Lionel Richie",11
1983-11-19,1,"All Night Long (All Night)","Lionel Richie",10
1983-11-12,1,"All Night Long (All Night)","Lionel Richie",9
1983-11-05,1,"Islands In The Stream","Kenny Rogers Duet With Dolly Parton",11
1983-10-29,1,"Islands In The Stream","Kenny Rogers Duet With Dolly Parton",10
1983-10-22,1,"Total Eclipse Of The Heart","Bonnie Tyler",15
1983-10-15,1,"Total Eclipse Of The Heart","Bonnie Tyler",14
1983-10-08,1,"Total Eclipse Of The Heart","Bonnie Tyler",13
1983-10-01,1,"Total Eclipse Of The Heart","Bonnie Tyler",12
1983-09-24,1,"Tell Her About It","Billy Joel",9
1983-09-17,1,"Maniac","Michael Sembello",16
1983-09-10,1,"Maniac","Michael Sembello",15
1983-09-03,1,"Sweet Dreams (Are Made Of This)","Eurythmics",17
1983-08-27,1,"Every Breath You Take","The Police",13
1983-08-20,1,"Every Breath You Take","The Police",12
1983-08-13,1,"Every Breath You Take","The Police",11
1983-08-06,1,"Every Breath You Take","The Police",10
1983-07-30,1,"Every Breath You Take","The Police",9
1983-07-23,1,"Every Breath You Take","The Police",8
1983-07-16,1,"Every Breath You Take","The Police",7
1983-07-09,1,"Every Breath You Take","The Police",6
1983-07-02,1,"Flashdance...What A Feeling","Irene Cara",14
1983-06-25,1,"Flashdance...What A Feeling","Irene Cara",13
1983-06-18,1,"Flashdance...What A Feeling","Irene Cara",12
1983-06-11,1,"Flashdance...What A Feeling","Irene Cara",11
1983-06-04,1,"Flashdance...What A Feeling","Irene Cara",10
1983-05-28,1,"Flashdance...What A Feeling","Irene Cara",9
1983-05-21,1,"Let's Dance","David Bowie",9
1983-05-14,1,"Beat It","Michael Jackson",12
1983-05-07,1,"Beat It","Michael Jackson",11
1983-04-30,1,"Beat It","Michael Jackson",10
1983-04-23,1,"Come On Eileen","Dexys Midnight Runners",14
1983-04-16,1,"Billie Jean","Michael Jackson",13
1983-04-09,1,"Billie Jean","Michael Jackson",12
1983-04-02,1,"Billie Jean","Michael Jackson",11
1983-03-26,1,"Billie Jean","Michael Jackson",10
1983-03-19,1,"Billie Jean","Michael Jackson",9
1983-03-12,1,"Billie Jean","Michael Jackson",8
1983-03-05,1,"Billie Jean","Michael Jackson",7
1983-02-26,1,"Baby, Come To Me","Patti Austin A Duet With James Ingram",24
1983-02-19,1,"Baby, Come To Me","Patti Austin A Duet With James Ingram",23
1983-02-12,1,"Down Under","Men At Work",15
1983-02-05,1,"Africa","Toto",15
1983-01-29,1,"Down Under","Men At Work",13
1983-01-22,1,"Down Under","Men At Work",12
1983-01-15,1,"Down Under","Men At Work",11
1983-01-08,1,"Maneater","Daryl Hall John Oates",13
1983-01-01,1,"Maneater","Daryl Hall John Oates",12
1982-12-25,1,"Maneater","Daryl Hall John Oates",11
1982-12-18,1,"Maneater","Daryl Hall John Oates",10
1982-12-11,1,"Mickey","Toni Basil",15
1982-12-04,1,"Truly","Lionel Richie",9
1982-11-27,1,"Truly","Lionel Richie",8
1982-11-20,1,"Up Where We Belong","Joe Cocker And Jennifer Warnes",14
1982-11-13,1,"Up Where We Belong","Joe Cocker And Jennifer Warnes",13
1982-11-06,1,"Up Where We Belong","Joe Cocker And Jennifer Warnes",12
1982-10-30,1,"Who Can It Be Now?","Men At Work",17
1982-10-23,1,"Jack & Diane","John Cougar",14
1982-10-16,1,"Jack & Diane","John Cougar",13
1982-10-09,1,"Jack & Diane","John Cougar",12
1982-10-02,1,"Jack & Diane","John Cougar",11
1982-09-25,1,"Abracadabra","The Steve Miller Band",18
1982-09-18,1,"Hard To Say I'm Sorry","Chicago",16
1982-09-11,1,"Hard To Say I'm Sorry","Chicago",15
1982-09-04,1,"Abracadabra","The Steve Miller Band",15
1982-08-28,1,"Eye Of The Tiger","Survivor",13
1982-08-21,1,"Eye Of The Tiger","Survivor",12
1982-08-14,1,"Eye Of The Tiger","Survivor",11
1982-08-07,1,"Eye Of The Tiger","Survivor",10
1982-07-31,1,"Eye Of The Tiger","Survivor",9
1982-07-24,1,"Eye Of The Tiger","Survivor",8
1982-07-17,1,"Don't You Want Me","The Human League",20
1982-07-10,1,"Don't You Want Me","The Human League",19
1982-07-03,1,"Don't You Want Me","The Human League",18
1982-06-26,1,"Ebony And Ivory","Paul McCartney And Stevie Wonder",12
1982-06-19,1,"Ebony And Ivory","Paul McCartney And Stevie Wonder",11
1982-06-12,1,"Ebony And Ivory","Paul McCartney And Stevie Wonder",10
1982-06-05,1,"Ebony And Ivory","Paul McCartney And Stevie Wonder",9
1982-05-29,1,"Ebony And Ivory","Paul McCartney And Stevie Wonder",8
1982-05-22,1,"Ebony And Ivory","Paul McCartney And Stevie Wonder",7
1982-05-15,1,"Ebony And Ivory","Paul McCartney And Stevie Wonder",6
1982-05-08,1,"Chariots Of Fire - Titles","Vangelis",22
1982-05-01,1,"I Love Rock 'N Roll","Joan Jett & the Blackhearts",13
1982-04-24,1,"I Love Rock 'N Roll","Joan Jett & the Blackhearts",12
1982-04-17,1,"I Love Rock 'N Roll","Joan Jett & the Blackhearts",11
1982-04-10,1,"I Love Rock 'N Roll","Joan Jett & the Blackhearts",10
1982-04-03,1,"I Love Rock 'N Roll","Joan Jett & the Blackhearts",9
1982-03-27,1,"I Love Rock 'N Roll","Joan Jett & the Blackhearts",8
1982-03-20,1,"I Love Rock 'N Roll","Joan Jett & the Blackhearts",7
1982-03-13,1,"Centerfold","The J. Geils Band",19
1982-03-06,1,"Centerfold","The J. Geils Band",18
1982-02-27,1,"Centerfold","The J. Geils Band",17
1982-02-20,1,"Centerfold","The J. Geils Band",16
1982-02-13,1,"Centerfold","The J. Geils Band",15
1982-02-06,1,"Centerfold","The J. Geils Band",14
1982-01-30,1,"I Can't Go For That (No Can Do)","Daryl Hall John Oates",12
1982-01-23,1,"Physical","Olivia Newton-John",17
1982-01-16,1,"Physical","Olivia Newton-John",16
1982-01-09,1,"Physical","Olivia Newton-John",15
1982-01-02,1,"Physical","Olivia Newton-John",14
1981-12-26,1,"Physical","Olivia Newton-John",13
1981-12-19,1,"Physical","Olivia Newton-John",12
1981-12-12,1,"Physical","Olivia Newton-John",11
1981-12-05,1,"Physical","Olivia Newton-John",10
1981-11-28,1,"Physical","Olivia Newton-John",9
1981-11-21,1,"Physical","Olivia Newton-John",8
1981-11-14,1,"Private Eyes","Daryl Hall John Oates",12
1981-11-07,1,"Private Eyes","Daryl Hall John Oates",11
1981-10-31,1,"Arthur's Theme (Best That You Can Do)","Christopher Cross",12
1981-10-24,1,"Arthur's Theme (Best That You Can Do)","Christopher Cross",11
1981-10-17,1,"Arthur's Theme (Best That You Can Do)","Christopher Cross",10
1981-10-10,1,"Endless Love","Diana Ross & Lionel Richie",14
1981-10-03,1,"Endless Love","Diana Ross & Lionel Richie",13
1981-09-26,1,"Endless Love","Diana Ross & Lionel Richie",12
1981-09-19,1,"Endless Love","Diana Ross & Lionel Richie",11
1981-09-12,1,"Endless Love","Diana Ross & Lionel Richie",10
1981-09-05,1,"Endless Love","Diana Ross & Lionel Richie",9
1981-08-29,1,"Endless Love","Diana Ross & Lionel Richie",8
1981-08-22,1,"Endless Love","Diana Ross & Lionel Richie",7
1981-08-15,1,"Endless Love","Diana Ross & Lionel Richie",6
1981-08-08,1,"Jessie's Girl","Rick Springfield",20
1981-08-01,1,"Jessie's Girl","Rick Springfield",19
1981-07-25,1,"The One That You Love","Air Supply",11
1981-07-18,1,"Bette Davis Eyes","Kim Carnes",17
1981-07-11,1,"Bette Davis Eyes","Kim Carnes",16
1981-07-04,1,"Bette Davis Eyes","Kim Carnes",15
1981-06-27,1,"Bette Davis Eyes","Kim Carnes",14
1981-06-20,1,"Medley","Stars On 45",11
1981-06-13,1,"Bette Davis Eyes","Kim Carnes",12
1981-06-06,1,"Bette Davis Eyes","Kim Carnes",11
1981-05-30,1,"Bette Davis Eyes","Kim Carnes",10
1981-05-23,1,"Bette Davis Eyes","Kim Carnes",9
1981-05-16,1,"Bette Davis Eyes","Kim Carnes",8
1981-05-09,1,"Morning Train (Nine To Five)","Sheena Easton",13
1981-05-02,1,"Morning Train (Nine To Five)","Sheena Easton",12
1981-04-25,1,"Kiss On My List","Daryl Hall John Oates",14
1981-04-18,1,"Kiss On My List","Daryl Hall John Oates",13
1981-04-11,1,"Kiss On My List","Daryl Hall John Oates",12
1981-04-04,1,"Rapture","Blondie",10
1981-03-28,1,"Rapture","Blondie",9
1981-03-21,1,"Keep On Loving You","REO Speedwagon",17
1981-03-14,1,"9 To 5","Dolly Parton",16
1981-03-07,1,"I Love A Rainy Night","Eddie Rabbitt",18
1981-02-28,1,"I Love A Rainy Night","Eddie Rabbitt",17
1981-02-21,1,"9 To 5","Dolly Parton",13
1981-02-14,1,"Celebration","Kool & The Gang",17
1981-02-07,1,"Celebration","Kool & The Gang",16
1981-01-31,1,"The Tide Is High","Blondie",12
1981-01-24,1,"(Just Like) Starting Over","John Lennon",13
1981-01-17,1,"(Just Like) Starting Over","John Lennon",12
1981-01-10,1,"(Just Like) Starting Over","John Lennon",11
1981-01-03,1,"(Just Like) Starting Over","John Lennon",10
1980-12-27,1,"(Just Like) Starting Over","John Lennon",9
1980-12-20,1,"Lady","Kenny Rogers",12
1980-12-13,1,"Lady","Kenny Rogers",11
1980-12-06,1,"Lady","Kenny Rogers",10
1980-11-29,1,"Lady","Kenny Rogers",9
1980-11-22,1,"Lady","Kenny Rogers",8
1980-11-15,1,"Lady","Kenny Rogers",7
1980-11-08,1,"Woman In Love","Barbra Streisand",10
1980-11-01,1,"Woman In Love","Barbra Streisand",9
1980-10-25,1,"Woman In Love","Barbra Streisand",8
1980-10-18,1,"Another One Bites The Dust","Queen",10
1980-10-11,1,"Another One Bites The Dust","Queen",9
1980-10-04,1,"Another One Bites The Dust","Queen",8
1980-09-27,1,"Upside Down","Diana Ross",12
1980-09-20,1,"Upside Down","Diana Ross",11
1980-09-13,1,"Upside Down","Diana Ross",10
1980-09-06,1,"Upside Down","Diana Ross",9
1980-08-30,1,"Sailing","Christopher Cross",12
1980-08-23,1,"Magic","Olivia Newton-John",14
1980-08-16,1,"Magic","Olivia Newton-John",13
1980-08-09,1,"Magic","Olivia Newton-John",12
1980-08-02,1,"Magic","Olivia Newton-John",11
1980-07-26,1,"It's Still Rock And Roll To Me","Billy Joel",10
1980-07-19,1,"It's Still Rock And Roll To Me","Billy Joel",9
1980-07-12,1,"Coming Up (Live At Glasgow)","Paul McCartney And Wings",12
1980-07-05,1,"Coming Up (Live At Glasgow)","Paul McCartney And Wings",11
1980-06-28,1,"Coming Up (Live At Glasgow)","Paul McCartney And Wings",10
1980-06-21,1,"Funkytown","Lipps, Inc.",13
1980-06-14,1,"Funkytown","Lipps, Inc.",12
1980-06-07,1,"Funkytown","Lipps, Inc.",11
1980-05-31,1,"Funkytown","Lipps, Inc.",10
1980-05-24,1,"Call Me","Blondie",15
1980-05-17,1,"Call Me","Blondie",14
1980-05-10,1,"Call Me","Blondie",13
1980-05-03,1,"Call Me","Blondie",12
1980-04-26,1,"Call Me","Blondie",11
1980-04-19,1,"Call Me","Blondie",10
1980-04-12,1,"Another Brick In The Wall (Part II)","Pink Floyd",13
1980-04-05,1,"Another Brick In The Wall (Part II)","Pink Floyd",12
1980-03-29,1,"Another Brick In The Wall (Part II)","Pink Floyd",11
1980-03-22,1,"Another Brick In The Wall (Part II)","Pink Floyd",10
1980-03-15,1,"Crazy Little Thing Called Love","Queen",13
1980-03-08,1,"Crazy Little Thing Called Love","Queen",12
1980-03-01,1,"Crazy Little Thing Called Love","Queen",11
1980-02-23,1,"Crazy Little Thing Called Love","Queen",10
1980-02-16,1,"Do That To Me One More Time","Captain & Tennille",18
1980-02-09,1,"Rock With You","Michael Jackson",15
1980-02-02,1,"Rock With You","Michael Jackson",14
1980-01-26,1,"Rock With You","Michael Jackson",13
1980-01-19,1,"Rock With You","Michael Jackson",12
1980-01-12,1,"Escape (The Pina Colada Song)","Rupert Holmes",13
1980-01-05,1,"Please Don't Go","KC And The Sunshine Band",20
1979-12-29,1,"Escape (The Pina Colada Song)","Rupert Holmes",11
1979-12-22,1,"Escape (The Pina Colada Song)","Rupert Holmes",10
1979-12-15,1,"Babe","Styx",11
1979-12-08,1,"Babe","Styx",10
1979-12-01,1,"No More Tears (Enough Is Enough)","Barbra Streisand/Donna Summer",7
1979-11-24,1,"No More Tears (Enough Is Enough)","Barbra Streisand/Donna Summer",6
1979-11-17,1,"Still","Commodores",8
1979-11-10,1,"Heartache Tonight","Eagles",6
1979-11-03,1,"Pop Muzik","M",13
1979-10-27,1,"Rise","Herb Alpert",14
1979-10-20,1,"Rise","Herb Alpert",13
1979-10-13,1,"Don't Stop 'til You Get Enough","Michael Jackson",12
1979-10-06,1,"Sad Eyes","Robert John",21
1979-09-29,1,"My Sharona","The Knack",15
1979-09-22,1,"My Sharona","The Knack",14
1979-09-15,1,"My Sharona","The Knack",13
1979-09-08,1,"My Sharona","The Knack",12
1979-09-01,1,"My Sharona","The Knack",11
1979-08-25,1,"My Sharona","The Knack",10
1979-08-18,1,"Good Times","Chic",10
1979-08-11,1,"Bad Girls","Donna Summer",12
1979-08-04,1,"Bad Girls","Donna Summer",11
1979-07-28,1,"Bad Girls","Donna Summer",10
1979-07-21,1,"Bad Girls","Donna Summer",9
1979-07-14,1,"Bad Girls","Donna Summer",8
1979-07-07,1,"Ring My Bell","Anita Ward",9
1979-06-30,1,"Ring My Bell","Anita Ward",8
1979-06-23,1,"Hot Stuff","Donna Summer",10
1979-06-16,1,"Hot Stuff","Donna Summer",9
1979-06-09,1,"Love You Inside Out","Bee Gees",8
1979-06-02,1,"Hot Stuff","Donna Summer",7
1979-05-26,1,"Reunited","Peaches & Herb",11
1979-05-19,1,"Reunited","Peaches & Herb",10
1979-05-12,1,"Reunited","Peaches & Herb",9
1979-05-05,1,"Reunited","Peaches & Herb",8
1979-04-28,1,"Heart Of Glass","Blondie",11
1979-04-21,1,"Knock On Wood","Amii Stewart",13
1979-04-14,1,"What A Fool Believes","The Doobie Brothers",13
1979-04-07,1,"I Will Survive","Gloria Gaynor",17
1979-03-31,1,"Tragedy","Bee Gees",8
1979-03-24,1,"Tragedy","Bee Gees",7
1979-03-17,1,"I Will Survive","Gloria Gaynor",14
1979-03-10,1,"I Will Survive","Gloria Gaynor",13
1979-03-03,1,"Da Ya Think I'm Sexy?","Rod Stewart",11
1979-02-24,1,"Da Ya Think I'm Sexy?","Rod Stewart",10
1979-02-17,1,"Da Ya Think I'm Sexy?","Rod Stewart",9
1979-02-10,1,"Da Ya Think I'm Sexy?","Rod Stewart",8
1979-02-03,1,"Le Freak","Chic",15
1979-01-27,1,"Le Freak","Chic",14
1979-01-20,1,"Le Freak","Chic",13
1979-01-13,1,"Too Much Heaven","Bee Gees",9
1979-01-06,1,"Too Much Heaven","Bee Gees",8
1978-12-30,1,"Le Freak","Chic",10
1978-12-23,1,"Le Freak","Chic",9
1978-12-16,1,"You Don't Bring Me Flowers","Barbra Streisand & Neil Diamond",8
1978-12-09,1,"Le Freak","Chic",7
1978-12-02,1,"You Don't Bring Me Flowers","Barbra Streisand & Neil Diamond",6
1978-11-25,1,"MacArthur Park","Donna Summer",12
1978-11-18,1,"MacArthur Park","Donna Summer",11
1978-11-11,1,"MacArthur Park","Donna Summer",10
1978-11-04,1,"You Needed Me","Anne Murray",17
1978-10-28,1,"Hot Child In The City","Nick Gilder",21
1978-10-21,1,"Kiss You All Over","Exile",16
1978-10-14,1,"Kiss You All Over","Exile",15
1978-10-07,1,"Kiss You All Over","Exile",14
1978-09-30,1,"Kiss You All Over","Exile",13
1978-09-23,1,"Boogie Oogie Oogie","A Taste Of Honey",14
1978-09-16,1,"Boogie Oogie Oogie","A Taste Of Honey",13
1978-09-09,1,"Boogie Oogie Oogie","A Taste Of Honey",12
1978-09-02,1,"Grease","Frankie Valli",15
1978-08-26,1,"Grease","Frankie Valli",14
1978-08-19,1,"Three Times A Lady","Commodores",10
1978-08-12,1,"Three Times A Lady","Commodores",9
1978-08-05,1,"Miss You","The Rolling Stones",11
1978-07-29,1,"Shadow Dancing","Andy Gibb",16
1978-07-22,1,"Shadow Dancing","Andy Gibb",15
1978-07-15,1,"Shadow Dancing","Andy Gibb",14
1978-07-08,1,"Shadow Dancing","Andy Gibb",13
1978-07-01,1,"Shadow Dancing","Andy Gibb",12
1978-06-24,1,"Shadow Dancing","Andy Gibb",11
1978-06-17,1,"Shadow Dancing","Andy Gibb",10
1978-06-10,1,"You're The One That I Want","John Travolta & Olivia Newton-John",11
1978-06-03,1,"Too Much, Too Little, Too Late","Johnny Mathis/Deniece Williams",10
1978-05-27,1,"With A Little Luck","Wings",10
1978-05-20,1,"With A Little Luck","Wings",9
1978-05-13,1,"If I Can't Have You","Yvonne Elliman",16
1978-05-06,1,"Night Fever","Bee Gees",14
1978-04-29,1,"Night Fever","Bee Gees",13
1978-04-22,1,"Night Fever","Bee Gees",12
1978-04-15,1,"Night Fever","Bee Gees",11
1978-04-08,1,"Night Fever","Bee Gees",10
1978-04-01,1,"Night Fever","Bee Gees",9
1978-03-25,1,"Night Fever","Bee Gees",8
1978-03-18,1,"Night Fever","Bee Gees",7
1978-03-11,1,"(Love Is) Thicker Than Water","Andy Gibb",19
1978-03-04,1,"(Love Is) Thicker Than Water","Andy Gibb",18
1978-02-25,1,"Stayin' Alive","Bee Gees",12
1978-02-18,1,"Stayin' Alive","Bee Gees",11
1978-02-11,1,"Stayin' Alive","Bee Gees",10
1978-02-04,1,"Stayin' Alive","Bee Gees",9
1978-01-28,1,"Baby Come Back","Player",18
1978-01-21,1,"Baby Come Back","Player",17
1978-01-14,1,"Baby Come Back","Player",16
1978-01-07,1,"How Deep Is Your Love","Bee Gees",16
1977-12-31,1,"How Deep Is Your Love","Bee Gees",15
1977-12-24,1,"How Deep Is Your Love","Bee Gees",14
1977-12-17,1,"You Light Up My Life","Debby Boone",16
1977-12-10,1,"You Light Up My Life","Debby Boone",15
1977-12-03,1,"You Light Up My Life","Debby Boone",14
1977-11-26,1,"You Light Up My Life","Debby Boone",13
1977-11-19,1,"You Light Up My Life","Debby Boone",12
1977-11-12,1,"You Light Up My Life","Debby Boone",11
1977-11-05,1,"You Light Up My Life","Debby Boone",10
1977-10-29,1,"You Light Up My Life","Debby Boone",9
